event,player,selectionLabel,odds_decimal_betinia,status_selection_betinia,marketLabel,deadline_x,odds_decimal_expekt,status_selection_expekt,deadline_y,odds_decimal_betano,status_selection_betano,deadline,payout_betinia,payout_expekt,payout_betano,ratio_betinia_over_expekt,ratio_expekt_over_betinia,ratio_betinia_over_betano,ratio_betano_over_betinia,ratio_expekt_over_betano,ratio_betano_over_expekt,best_payout,best_bookmaker,second_best_payout,ratio_best_over_second
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Yes,5.0,Open,Spiller får kort | Carney Chukwuemeka,nan,6.0,Open,2026-01-09T19:30:00+00:00,4.6,Open,2026-01-09T19:30:00+00:00,5.0,6.0,4.6,0.8333333333333334,1.2,1.0869565217391306,0.9199999999999999,1.3043478260869565,0.7666666666666666,6.0,Expekt,5.0,1.2
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 0.5,2.9,Open,Spillers samlede antal assister | Felix Nmecha,nan,5.5,Open,2026-01-09T19:30:00+00:00,6.6,Open,2026-01-09T19:30:00+00:00,2.9,5.5,6.6,0.5272727272727272,1.896551724137931,0.4393939393939394,2.2758620689655173,0.8333333333333334,1.2,6.6,Betano,5.5,1.2
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 1.5,9.0,Open,Spiller Frispark Begået | Julian Brandt,nan,7.5,Open,2026-01-09T19:30:00+00:00,,,,9.0,7.5,,1.2,0.8333333333333334,,,,,9.0,Betinia,7.5,1.2
Eintracht Frankfurt vs Borussia Dortmund,Timothy Chandler,Over 0.5,1.25,Open,Spiller Frispark Begået | Timothy Chandler,nan,1.5,Open,2026-01-09T19:30:00+00:00,,,,1.25,1.5,,0.8333333333333334,1.2,,,,,1.5,Expekt,1.25,1.2
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 3.5,2.25,Open,Spillers samlede antal skud | Karim Adeyemi,nan,4.0,Open,2026-01-09T19:30:00+00:00,3.35,Open,2026-01-09T19:30:00+00:00,2.25,4.0,3.35,0.5625,1.7777777777777777,0.6716417910447761,1.488888888888889,1.1940298507462686,0.8375,4.0,Expekt,3.35,1.1940298507462686
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Yes,12.0,Open,Spiller scorer | Aurelio Buta,nan,13.0,Open,2026-01-09T19:30:00+00:00,15.5,Open,2026-01-09T19:30:00+00:00,12.0,13.0,15.5,0.9230769230769231,1.0833333333333333,0.7741935483870968,1.2916666666666667,0.8387096774193549,1.1923076923076923,15.5,Betano,13.0,1.1923076923076923
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Yes,2.8,Open,Spiller får kort | Emre Can,nan,3.25,Open,2026-01-09T19:30:00+00:00,3.85,Open,2026-01-09T19:30:00+00:00,2.8,3.25,3.85,0.8615384615384615,1.1607142857142858,0.7272727272727272,1.3750000000000002,0.8441558441558441,1.1846153846153846,3.85,Betano,3.25,1.1846153846153846
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 0.5,4.75,Open,Spillers samlede antal assister | Mahmoud Dahoud,nan,6.5,Open,2026-01-09T19:30:00+00:00,7.7,Open,2026-01-09T19:30:00+00:00,4.75,6.5,7.7,0.7307692307692307,1.368421052631579,0.6168831168831169,1.6210526315789473,0.8441558441558441,1.1846153846153846,7.7,Betano,6.5,1.1846153846153846
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 0.5,3.8,Open,Antal afslutninger på mål | Niklas Sule,nan,4.5,Open,2026-01-09T19:30:00+00:00,,,,3.8,4.5,,0.8444444444444444,1.1842105263157896,,,,,4.5,Expekt,3.8,1.1842105263157896
Eintracht Frankfurt vs Borussia Dortmund,Waldemar Anton,Over 0.5,3.8,Open,Antal afslutninger på mål | Waldemar Anton,nan,4.5,Open,2026-01-09T19:30:00+00:00,,,,3.8,4.5,,0.8444444444444444,1.1842105263157896,,,,,4.5,Expekt,3.8,1.1842105263157896
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 1.5,4.25,Open,Spillers samlede antal skud | Robin Koch,nan,5.5,Open,2026-01-09T19:30:00+00:00,6.5,Open,2026-01-09T19:30:00+00:00,4.25,5.5,6.5,0.7727272727272727,1.2941176470588236,0.6538461538461539,1.5294117647058822,0.8461538461538461,1.1818181818181819,6.5,Betano,5.5,1.1818181818181819
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Over 3.5,,,Antal afslutninger på mål | Serhou Guirassy,,11.0,Open,2026-01-09T19:30:00+00:00,13.0,Open,2026-01-09T19:30:00+00:00,,11.0,13.0,,,,,0.8461538461538461,1.1818181818181819,13.0,Betano,11.0,1.1818181818181819
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 1.5,2.2,Open,Spiller Frispark Begået | Julian Ryerson,nan,2.6,Open,2026-01-09T19:30:00+00:00,,,,2.2,2.6,,0.8461538461538461,1.1818181818181817,,,,,2.6,Expekt,2.2,1.1818181818181817
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 0.5,1.7778,Open,Spillers samlede antal skud | Niklas Sule,nan,2.1,Open,2026-01-09T19:30:00+00:00,,,,1.7778,2.1,,0.8465714285714285,1.181235234559568,,,,,2.1,Expekt,1.7778,1.181235234559568
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Yes,3.6667,Open,Spiller får kort | Ansgar Knauff,nan,4.33,Open,2026-01-09T19:30:00+00:00,2.85,Open,2026-01-09T19:30:00+00:00,3.6667,4.33,2.85,0.8468129330254042,1.1808983554694956,1.286561403508772,0.7772656612212616,1.5192982456140351,0.6581986143187067,4.33,Expekt,3.6667,1.1808983554694956
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Yes,3.6667,Open,Spiller scorer | Julian Brandt,nan,4.33,Open,2026-01-09T19:30:00+00:00,3.2,Open,2026-01-09T19:30:00+00:00,3.6667,4.33,3.2,0.8468129330254042,1.1808983554694956,1.14584375,0.8727193389151008,1.353125,0.7390300230946882,4.33,Expekt,3.6667,1.1808983554694956
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 1.5,3.4,Open,Antal afslutninger på mål | Karim Adeyemi,nan,4.0,Open,2026-01-09T19:30:00+00:00,3.05,Open,2026-01-09T19:30:00+00:00,3.4,4.0,3.05,0.85,1.1764705882352942,1.1147540983606559,0.8970588235294117,1.3114754098360657,0.7625,4.0,Expekt,3.4,1.1764705882352942
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Yes,8.5,Open,Spiller scorer | Mahmoud Dahoud,nan,10.0,Open,2026-01-09T19:30:00+00:00,7.1,Open,2026-01-09T19:30:00+00:00,8.5,10.0,7.1,0.85,1.1764705882352942,1.1971830985915493,0.8352941176470587,1.4084507042253522,0.71,10.0,Expekt,8.5,1.1764705882352942
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 0.5,8.5,Open,Spillers samlede antal assister | Niklas Sule,nan,10.0,Open,2026-01-09T19:30:00+00:00,,,,8.5,10.0,,0.85,1.1764705882352942,,,,,10.0,Expekt,8.5,1.1764705882352942
Eintracht Frankfurt vs Borussia Dortmund,Timothy Chandler,Over 1.5,20.0,Open,Antal afslutninger på mål | Timothy Chandler,nan,17.0,Open,2026-01-09T19:30:00+00:00,,,,20.0,17.0,,1.1764705882352942,0.85,,,,,20.0,Betinia,17.0,1.1764705882352942
Eintracht Frankfurt vs Borussia Dortmund,Michael Zetterer,Over 4.5,,,Målmand Redninger | Michael Zetterer,,4.0,Open,2026-01-09T19:30:00+00:00,4.7,Open,2026-01-09T19:30:00+00:00,,4.0,4.7,,,,,0.851063829787234,1.175,4.7,Betano,4.0,1.175
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 0.5,1.4167,Open,Spillers samlede antal skud | Emre Can,nan,1.62,Open,2026-01-09T19:30:00+00:00,1.9,Open,2026-01-09T19:30:00+00:00,1.4167,1.62,1.9,0.8745061728395062,1.1435025058233923,0.7456315789473685,1.341144914237312,0.8526315789473685,1.1728395061728394,1.9,Betano,1.62,1.1728395061728394
Eintracht Frankfurt vs Borussia Dortmund,Waldemar Anton,Over 1.5,2.9,Open,Spiller Frispark Begået | Waldemar Anton,nan,3.4,Open,2026-01-09T19:30:00+00:00,,,,2.9,3.4,,0.8529411764705882,1.1724137931034482,,,,,3.4,Expekt,2.9,1.1724137931034482
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Yes,3.4,Open,Spiller får kort | Aurelio Buta,nan,3.5,Open,2026-01-09T19:30:00+00:00,4.1,Open,2026-01-09T19:30:00+00:00,3.4,3.5,4.1,0.9714285714285714,1.0294117647058825,0.8292682926829269,1.2058823529411764,0.853658536585366,1.1714285714285713,4.1,Betano,3.5,1.1714285714285713
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 1.5,2.05,Open,Spillers samlede antal skud | Marcel Sabitzer,nan,2.0,Open,2026-01-09T19:30:00+00:00,2.4,Open,2026-01-09T19:30:00+00:00,2.05,2.0,2.4,1.025,0.9756097560975611,0.8541666666666666,1.1707317073170733,0.8333333333333334,1.2,2.4,Betano,2.05,1.1707317073170733
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 3.5,,,Spillers samlede antal skud | Julian Brandt,,6.5,Open,2026-01-09T19:30:00+00:00,7.6,Open,2026-01-09T19:30:00+00:00,,6.5,7.6,,,,,0.8552631578947368,1.169230769230769,7.6,Betano,6.5,1.169230769230769
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Yes,3.6,Open,Spiller får kort | Julian Ryerson,nan,4.5,Open,2026-01-09T19:30:00+00:00,3.85,Open,2026-01-09T19:30:00+00:00,3.6,4.5,3.85,0.8,1.25,0.935064935064935,1.0694444444444444,1.1688311688311688,0.8555555555555556,4.5,Expekt,3.85,1.1688311688311688
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Yes,6.0,Open,Spiller får kort | Hugo Larsson,nan,7.0,Open,2026-01-09T19:30:00+00:00,4.85,Open,2026-01-09T19:30:00+00:00,6.0,7.0,4.85,0.8571428571428571,1.1666666666666667,1.2371134020618557,0.8083333333333332,1.4432989690721651,0.6928571428571428,7.0,Expekt,6.0,1.1666666666666667
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 0.5,1.4546,Open,Spillers samlede antal skud | Julian Ryerson,nan,1.5,Open,2026-01-09T19:30:00+00:00,1.75,Open,2026-01-09T19:30:00+00:00,1.4546,1.5,1.75,0.9697333333333332,1.031211329575141,0.8311999999999999,1.2030798845043311,0.8571428571428571,1.1666666666666667,1.75,Betano,1.5,1.1666666666666667
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 1.5,3.5,Open,Spiller Frispark Begået | Robin Koch,nan,3.0,Open,2026-01-09T19:30:00+00:00,,,,3.5,3.0,,1.1666666666666667,0.8571428571428571,,,,,3.5,Betinia,3.0,1.1666666666666667
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 1.5,1.5834,Open,Spillers samlede antal tacklinger | Emre Can,nan,1.36,Open,2026-01-09T19:30:00+00:00,,,,1.5834,1.36,,1.1642647058823528,0.85891120373879,,,,,1.5834,Betinia,1.36,1.1642647058823528
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 0.5,3.1,Open,Spillers samlede antal assister | Daniel Svensson,nan,5.5,Open,2026-01-09T19:30:00+00:00,6.4,Open,2026-01-09T19:30:00+00:00,3.1,5.5,6.4,0.5636363636363636,1.7741935483870968,0.484375,2.064516129032258,0.859375,1.1636363636363638,6.4,Betano,5.5,1.1636363636363638
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Yes,5.0,Open,Spiller får kort | Nathaniel Brown,nan,6.5,Open,2026-01-09T19:30:00+00:00,5.6,Open,2026-01-09T19:30:00+00:00,5.0,6.5,5.6,0.7692307692307693,1.3,0.8928571428571429,1.1199999999999999,1.1607142857142858,0.8615384615384615,6.5,Expekt,5.6,1.1607142857142858
Eintracht Frankfurt vs Borussia Dortmund,Gregor Kobel,Over 4.5,,,Målmand Redninger | Gregor Kobel,,5.0,Open,2026-01-09T19:30:00+00:00,5.8,Open,2026-01-09T19:30:00+00:00,,5.0,5.8,,,,,0.8620689655172414,1.16,5.8,Betano,5.0,1.16
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Over 2.5,,,Antal afslutninger på mål | Serhou Guirassy,,5.0,Open,2026-01-09T19:30:00+00:00,5.8,Open,2026-01-09T19:30:00+00:00,,5.0,5.8,,,,,0.8620689655172414,1.16,5.8,Betano,5.0,1.16
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 0.5,,,Spillers samlede antal skud | Mario Gotze,,1.07,Open,2026-01-09T19:30:00+00:00,1.24,Open,2026-01-09T19:30:00+00:00,,1.07,1.24,,,,,0.8629032258064516,1.158878504672897,1.24,Betano,1.07,1.158878504672897
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 5.5,,,Spillers samlede antal skud | Carney Chukwuemeka,,19.0,Open,2026-01-09T19:30:00+00:00,22.0,Open,2026-01-09T19:30:00+00:00,,19.0,22.0,,,,,0.8636363636363636,1.1578947368421053,22.0,Betano,19.0,1.1578947368421053
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 2.5,,,Antal afslutninger på mål | Daniel Svensson,,19.0,Open,2026-01-09T19:30:00+00:00,22.0,Open,2026-01-09T19:30:00+00:00,,19.0,22.0,,,,,0.8636363636363636,1.1578947368421053,22.0,Betano,19.0,1.1578947368421053
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Over 0.5,7.5,Open,Spillers samlede antal assister | Arthur Theate,nan,13.0,Open,2026-01-09T19:30:00+00:00,11.25,Open,2026-01-09T19:30:00+00:00,7.5,13.0,11.25,0.5769230769230769,1.7333333333333334,0.6666666666666666,1.5,1.1555555555555554,0.8653846153846154,13.0,Expekt,11.25,1.1555555555555554
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 0.5,7.5,Open,Spillers samlede antal assister | Robin Koch,nan,13.0,Open,2026-01-09T19:30:00+00:00,11.25,Open,2026-01-09T19:30:00+00:00,7.5,13.0,11.25,0.5769230769230769,1.7333333333333334,0.6666666666666666,1.5,1.1555555555555554,0.8653846153846154,13.0,Expekt,11.25,1.1555555555555554
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 3.5,1.95,Open,Spillers samlede antal skud | Maximilian Beier,nan,4.5,Open,2026-01-09T19:30:00+00:00,3.9,Open,2026-01-09T19:30:00+00:00,1.95,4.5,3.9,0.43333333333333335,2.307692307692308,0.5,2.0,1.153846153846154,0.8666666666666667,4.5,Expekt,3.9,1.153846153846154
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 0.5,1.5,Open,Spiller Frispark Begået | Carney Chukwuemeka,nan,1.3,Open,2026-01-09T19:30:00+00:00,,,,1.5,1.3,,1.1538461538461537,0.8666666666666667,,,,,1.5,Betinia,1.3,1.1538461538461537
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 1.5,15.0,Open,Antal afslutninger på mål | Hugo Larsson,nan,13.0,Open,2026-01-09T19:30:00+00:00,13.0,Open,2026-01-09T19:30:00+00:00,15.0,13.0,13.0,1.1538461538461537,0.8666666666666667,1.1538461538461537,0.8666666666666667,1.0,1.0,15.0,Betinia,13.0,1.1538461538461537
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Yes,6.5,Open,Spiller får kort | Ritsu Doan,nan,7.5,Open,2026-01-09T19:30:00+00:00,5.7,Open,2026-01-09T19:30:00+00:00,6.5,7.5,5.7,0.8666666666666667,1.1538461538461537,1.1403508771929824,0.8769230769230769,1.3157894736842104,0.76,7.5,Expekt,6.5,1.1538461538461537
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 0.5,1.6471,Open,Spillers samlede antal skud | Nico Schlotterbeck,nan,1.6,Open,2026-01-09T19:30:00+00:00,1.9,Open,2026-01-09T19:30:00+00:00,1.6471,1.6,1.9,1.0294375,0.9714042863214134,0.8668947368421053,1.1535425900066782,0.8421052631578948,1.1874999999999998,1.9,Betano,1.6471,1.1535425900066782
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 1.5,2.3,Open,Antal afslutninger på mål | Maximilian Beier,nan,3.8,Open,2026-01-09T19:30:00+00:00,3.3,Open,2026-01-09T19:30:00+00:00,2.3,3.8,3.3,0.6052631578947368,1.6521739130434783,0.6969696969696969,1.434782608695652,1.1515151515151516,0.868421052631579,3.8,Expekt,3.3,1.1515151515151516
Eintracht Frankfurt vs Borussia Dortmund,Aurele Amenda,Over 1.5,1.875,Open,Spillers samlede antal tacklinger | Aurele Amenda,nan,2.15,Open,2026-01-09T19:30:00+00:00,,,,1.875,2.15,,0.872093023255814,1.1466666666666667,,,,,2.15,Expekt,1.875,1.1466666666666667
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 0.5,3.1,Open,Spillers samlede antal assister | Julian Ryerson,nan,5.5,Open,2026-01-09T19:30:00+00:00,6.3,Open,2026-01-09T19:30:00+00:00,3.1,5.5,6.3,0.5636363636363636,1.7741935483870968,0.4920634920634921,2.032258064516129,0.873015873015873,1.1454545454545455,6.3,Betano,5.5,1.1454545454545455
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 0.5,2.6667,Open,Antal afslutninger på mål | Daniel Svensson,nan,1.95,Open,2026-01-09T19:30:00+00:00,3.05,Open,2026-01-09T19:30:00+00:00,2.6667,1.95,3.05,1.3675384615384616,0.7312408594892563,0.8743278688524591,1.1437357033037086,0.639344262295082,1.564102564102564,3.05,Betano,2.6667,1.1437357033037086
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 2.5,3.2,Open,Spillers samlede antal tacklinger | Carney Chukwuemeka,nan,2.8,Open,2026-01-09T19:30:00+00:00,,,,3.2,2.8,,1.142857142857143,0.8749999999999999,,,,,3.2,Betinia,2.8,1.142857142857143
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 2.5,2.625,Open,Spillers samlede antal tacklinger | Julian Ryerson,nan,3.0,Open,2026-01-09T19:30:00+00:00,,,,2.625,3.0,,0.875,1.1428571428571428,,,,,3.0,Expekt,2.625,1.1428571428571428
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 0.5,1.52,Open,Spiller Frispark Begået | Nico Schlotterbeck,nan,1.33,Open,2026-01-09T19:30:00+00:00,,,,1.52,1.33,,1.1428571428571428,0.875,,,,,1.52,Betinia,1.33,1.1428571428571428
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Over 0.5,1.6471,Open,Antal afslutninger på mål | Ansgar Knauff,nan,1.57,Open,2026-01-09T19:30:00+00:00,1.88,Open,2026-01-09T19:30:00+00:00,1.6471,1.57,1.88,1.049108280254777,0.9531904559528869,0.8761170212765959,1.1414000364276606,0.8351063829787235,1.197452229299363,1.88,Betano,1.6471,1.1414000364276606
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 2.5,3.8,Open,Spillers samlede antal tacklinger | Can Uzun,nan,4.33,Open,2026-01-09T19:30:00+00:00,,,,3.8,4.33,,0.8775981524249422,1.1394736842105264,,,,,4.33,Expekt,3.8,1.1394736842105264
Eintracht Frankfurt vs Borussia Dortmund,Salih Özcan,Over 1.5,4.75,Open,Spillers samlede antal skud | Salih Özcan,nan,,,,5.4,Open,2026-01-09T19:30:00+00:00,4.75,,5.4,,,0.8796296296296295,1.1368421052631579,,,5.4,Betano,4.75,1.1368421052631579
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 1.5,,,Antal afslutninger på mål | Can Uzun,,5.0,Open,2026-01-09T19:30:00+00:00,4.4,Open,2026-01-09T19:30:00+00:00,,5.0,4.4,,,,,1.1363636363636362,0.8800000000000001,5.0,Expekt,4.4,1.1363636363636362
Eintracht Frankfurt vs Borussia Dortmund,Arnaud Kalimuendo,Yes,8.5,Open,Spiller får kort | Arnaud Kalimuendo,nan,7.5,Open,2026-01-09T19:30:00+00:00,,,,8.5,7.5,,1.1333333333333333,0.8823529411764706,,,,,8.5,Betinia,7.5,1.1333333333333333
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 1.5,8.5,Open,Antal afslutninger på mål | Marcel Sabitzer,nan,7.5,Open,2026-01-09T19:30:00+00:00,7.4,Open,2026-01-09T19:30:00+00:00,8.5,7.5,7.4,1.1333333333333333,0.8823529411764706,1.1486486486486487,0.8705882352941177,1.0135135135135134,0.9866666666666667,8.5,Betinia,7.5,1.1333333333333333
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 0.5,3.2,Open,Antal afslutninger på mål | Julian Ryerson,nan,3.4,Open,2026-01-09T19:30:00+00:00,3.85,Open,2026-01-09T19:30:00+00:00,3.2,3.4,3.85,0.9411764705882354,1.0625,0.8311688311688312,1.203125,0.8831168831168831,1.1323529411764706,3.85,Betano,3.4,1.1323529411764706
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 0.5,1.5455,Open,Antal afslutninger på mål | Jessic Ngankam,nan,1.44,Open,2026-01-09T19:30:00+00:00,1.75,Open,2026-01-09T19:30:00+00:00,1.5455,1.44,1.75,1.073263888888889,0.9317373018440633,0.8831428571428572,1.1323196376577158,0.8228571428571428,1.215277777777778,1.75,Betano,1.5455,1.1323196376577158
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Over 2.5,2.5455,Open,Spillers samlede antal tacklinger | Arthur Theate,nan,2.88,Open,2026-01-09T19:30:00+00:00,,,,2.5455,2.88,,0.8838541666666667,1.1314083677077194,,,,,2.88,Expekt,2.5455,1.1314083677077194
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 0.5,1.7,Open,Spillers samlede antal skud | Robin Koch,nan,1.83,Open,2026-01-09T19:30:00+00:00,2.07,Open,2026-01-09T19:30:00+00:00,1.7,1.83,2.07,0.9289617486338797,1.0764705882352943,0.8212560386473431,1.2176470588235293,0.8840579710144929,1.1311475409836065,2.07,Betano,1.83,1.1311475409836065
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 5.5,,,Spillers samlede antal skud | Karim Adeyemi,,13.0,Open,2026-01-09T19:30:00+00:00,11.5,Open,2026-01-09T19:30:00+00:00,,13.0,11.5,,,,,1.1304347826086956,0.8846153846153846,13.0,Expekt,11.5,1.1304347826086956
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 0.5,,,Spillers samlede antal assister | Nnamdi Collins,,7.0,Open,2026-01-09T19:30:00+00:00,7.9,Open,2026-01-09T19:30:00+00:00,,7.0,7.9,,,,,0.8860759493670886,1.1285714285714286,7.9,Betano,7.0,1.1285714285714286
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Over 2.5,,,Spillers samlede antal skud | Rasmus Kristensen,,11.0,Open,2026-01-09T19:30:00+00:00,9.75,Open,2026-01-09T19:30:00+00:00,,11.0,9.75,,,,,1.1282051282051282,0.8863636363636364,11.0,Expekt,9.75,1.1282051282051282
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 0.5,1.35,Open,Spiller Frispark Begået | Emre Can,nan,1.2,Open,2026-01-09T19:30:00+00:00,,,,1.35,1.2,,1.1250000000000002,0.8888888888888888,,,,,1.35,Betinia,1.2,1.1250000000000002
Eintracht Frankfurt vs Borussia Dortmund,Alexander Meyer,Yes,,,Spiller får kort | Alexander Meyer,,9.0,Open,2026-01-09T19:30:00+00:00,8.0,Open,2026-01-09T19:30:00+00:00,,9.0,8.0,,,,,1.125,0.8888888888888888,9.0,Expekt,8.0,1.125
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 0.5,2.6667,Open,Antal afslutninger på mål | Emre Can,nan,4.0,Open,2026-01-09T19:30:00+00:00,4.5,Open,2026-01-09T19:30:00+00:00,2.6667,4.0,4.5,0.666675,1.4999812502343721,0.5926,1.6874789065136686,0.8888888888888888,1.125,4.5,Betano,4.0,1.125
Eintracht Frankfurt vs Borussia Dortmund,Gregor Kobel,Yes,,,Spiller får kort | Gregor Kobel,,9.0,Open,2026-01-09T19:30:00+00:00,8.0,Open,2026-01-09T19:30:00+00:00,,9.0,8.0,,,,,1.125,0.8888888888888888,9.0,Expekt,8.0,1.125
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 2.5,,,Antal afslutninger på mål | Julian Brandt,,12.0,Open,2026-01-09T19:30:00+00:00,13.5,Open,2026-01-09T19:30:00+00:00,,12.0,13.5,,,,,0.8888888888888888,1.125,13.5,Betano,12.0,1.125
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Over 0.5,5.0,Open,Spillers samlede antal assister | Aurelio Buta,nan,6.5,Open,2026-01-09T19:30:00+00:00,7.3,Open,2026-01-09T19:30:00+00:00,5.0,6.5,7.3,0.7692307692307693,1.3,0.684931506849315,1.46,0.8904109589041096,1.123076923076923,7.3,Betano,6.5,1.123076923076923
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Over 0.5,,,Spillers samlede antal skud | Ansgar Knauff,,1.06,Open,2026-01-09T19:30:00+00:00,1.19,Open,2026-01-09T19:30:00+00:00,,1.06,1.19,,,,,0.8907563025210085,1.1226415094339621,1.19,Betano,1.06,1.1226415094339621
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Yes,,,Spiller får kort | Rasmus Kristensen,,5.5,Open,2026-01-09T19:30:00+00:00,4.9,Open,2026-01-09T19:30:00+00:00,,5.5,4.9,,,,,1.1224489795918366,0.890909090909091,5.5,Expekt,4.9,1.1224489795918366
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Over 1.5,14.0,Open,Antal afslutninger på mål | Arthur Theate,nan,,,,12.5,Open,2026-01-09T19:30:00+00:00,14.0,,12.5,,,1.12,0.8928571428571429,,,14.0,Betinia,12.5,1.12
Eintracht Frankfurt vs Borussia Dortmund,Timothy Chandler,Over 1.5,4.25,Open,Spillers samlede antal skud | Timothy Chandler,nan,3.8,Open,2026-01-09T19:30:00+00:00,,,,4.25,3.8,,1.118421052631579,0.8941176470588235,,,,,4.25,Betinia,3.8,1.118421052631579
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 0.5,1.52,Open,Spiller Frispark Begået | Robin Koch,nan,1.36,Open,2026-01-09T19:30:00+00:00,,,,1.52,1.36,,1.1176470588235294,0.8947368421052632,,,,,1.52,Betinia,1.36,1.1176470588235294
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 1.5,1.68,Open,Spillers samlede antal skud | Felix Nmecha,nan,2.3,Open,2026-01-09T19:30:00+00:00,2.57,Open,2026-01-09T19:30:00+00:00,1.68,2.3,2.57,0.7304347826086957,1.369047619047619,0.6536964980544747,1.5297619047619047,0.8949416342412452,1.117391304347826,2.57,Betano,2.3,1.117391304347826
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Yes,12.0,Open,Spiller scorer | Arthur Theate,nan,13.0,Open,2026-01-09T19:30:00+00:00,14.5,Open,2026-01-09T19:30:00+00:00,12.0,13.0,14.5,0.9230769230769231,1.0833333333333333,0.8275862068965517,1.2083333333333333,0.896551724137931,1.1153846153846154,14.5,Betano,13.0,1.1153846153846154
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 4.5,,,Spillers samlede antal skud | Julian Brandt,,13.0,Open,2026-01-09T19:30:00+00:00,14.5,Open,2026-01-09T19:30:00+00:00,,13.0,14.5,,,,,0.896551724137931,1.1153846153846154,14.5,Betano,13.0,1.1153846153846154
